date,Adj_Close_x,ticker,ipo_return,Adj_Close_y,nifty_return,abnormal_return,days_from_listing,car,company_name,listing_date,subscription_cat
2024-12-27,629.3204956054688,MAMATA.NS,,23813.400390625,0.002661079652128029,,0,0.0,Mamata Machinery,2024-12-27,High
2024-12-30,597.8544311523438,MAMATA.NS,-0.050000063040774645,23644.900390625,-0.007075847935867907,-0.04292421510490674,3,-0.04292421510490674,Mamata Machinery,2024-12-27,High
2024-12-31,567.9567260742188,MAMATA.NS,-0.050008335675455706,23644.80078125,-4.212721278373799e-06,-0.05000412295417733,4,-0.09292833805908407,Mamata Machinery,2024-12-27,High
2025-01-01,539.6173706054688,MAMATA.NS,-0.04989703293882064,23742.900390625,0.004148887118253564,-0.054045920057074204,5,-0.14697425811615827,Mamata Machinery,2024-12-27,High
2025-01-02,566.5882568359375,MAMATA.NS,0.049981501151837415,24188.650390625,0.018774033191665485,0.03120746796017193,6,-0.11576679015598634,Mamata Machinery,2024-12-27,High
2025-01-03,547.30908203125,MAMATA.NS,-0.034026781480347545,24004.75,-0.007602755327609123,-0.026424026152738422,7,-0.14219081630872477,Mamata Machinery,2024-12-27,High
2025-01-06,519.9385986328125,MAMATA.NS,-0.050009189134695764,23616.05078125,-0.016192595996625703,-0.03381659313807006,10,-0.17600740944679483,Mamata Machinery,2024-12-27,High
2025-01-07,522.0363159179688,MAMATA.NS,0.004034548099856927,23707.900390625,0.0038892874268343647,0.00014526067302256251,11,-0.17586214877377226,Mamata Machinery,2024-12-27,High
2025-01-08,495.9644775390625,MAMATA.NS,-0.04994257599312901,23688.94921875,-0.0007993610384197103,-0.0491432149547093,12,-0.22500536372848157,Mamata Machinery,2024-12-27,High
2025-01-09,472.5397644042969,MAMATA.NS,-0.047230626779960594,23526.5,-0.006857594959147506,-0.04037303182081309,13,-0.26537839554929465,Mamata Machinery,2024-12-27,High
2025-01-10,447.3169860839844,MAMATA.NS,-0.053377049341253535,23431.5,-0.004037999702463213,-0.04933904963879032,14,-0.314717445188085,Mamata Machinery,2024-12-27,High
2025-01-13,423.59259033203125,MAMATA.NS,-0.05303710006554241,23085.94921875,-0.014747275302477436,-0.03828982476306497,17,-0.35300726995114995,Mamata Machinery,2024-12-27,High
2025-01-14,424.9911193847656,MAMATA.NS,0.0033015899821056127,23176.05078125,0.003902874499386977,-0.0006012845172813641,18,-0.3536085544684313,Mamata Machinery,2024-12-27,High
2025-01-15,509.9493713378906,MAMATA.NS,0.19990594644921988,23213.19921875,0.0016028803979861728,0.1983030660512337,19,-0.1553054884171976,Mamata Machinery,2024-12-27,High
2025-01-16,523.8843383789062,MAMATA.NS,0.027326177507496885,23311.80078125,0.004247650725383689,0.023078526782113196,20,-0.1322269616350844,Mamata Machinery,2024-12-27,High
2025-01-17,519.638916015625,MAMATA.NS,-0.008103739799548482,23203.19921875,-0.004658651792672774,-0.0034450880068757073,21,-0.1356720496419601,Mamata Machinery,2024-12-27,High
2025-01-20,478.73309326171875,MAMATA.NS,-0.07871970611353574,23344.75,0.006100485537167577,-0.08482019165070331,24,-0.22049224129266343,Mamata Machinery,2024-12-27,High
2025-01-21,453.410400390625,MAMATA.NS,-0.05289522121515444,23024.650390625,-0.013711845677293555,-0.03918337553786089,25,-0.2596756168305243,Mamata Machinery,2024-12-27,High
2025-01-22,432.4330749511719,MAMATA.NS,-0.04626564679897194,23155.349609375,0.0056764909144164655,-0.0519421377133884,26,-0.3116177545439127,Mamata Machinery,2024-12-27,High
2025-01-23,405.7618713378906,MAMATA.NS,-0.061677066714410866,23205.349609375,0.0021593282262408753,-0.06383639494065174,27,-0.37545414948456446,Mamata Machinery,2024-12-27,High
2025-01-24,420.8455810546875,MAMATA.NS,0.03717379769336726,23092.19921875,-0.004876047658393667,0.04204984535176093,28,-0.33340430413280353,Mamata Machinery,2024-12-27,High
2025-01-27,395.3231506347656,MAMATA.NS,-0.06064559441484385,22829.150390625,-0.011391241935562957,-0.049254352479280894,31,-0.3826586566120844,Mamata Machinery,2024-12-27,High
2025-01-28,400.267822265625,MAMATA.NS,0.012507923259540421,22957.25,0.005611229817278129,0.006896693442262292,32,-0.37576196316982213,Mamata Machinery,2024-12-27,High
2025-01-29,415.30157470703125,MAMATA.NS,0.03755923310625153,23163.099609375,0.008966649288351114,0.02859258381790042,33,-0.3471693793519217,Mamata Machinery,2024-12-27,High
2025-01-30,406.21136474609375,MAMATA.NS,-0.02188821452784051,23249.5,0.003730087599762788,-0.0256183021276033,34,-0.372787681479525,Mamata Machinery,2024-12-27,High
2025-01-31,411.4557189941406,MAMATA.NS,0.012910407495184018,23508.400390625,0.011135740150325812,0.001774667344858205,35,-0.3710130141346668,Mamata Machinery,2024-12-27,High
2025-02-01,421.4949035644531,MAMATA.NS,0.024399185882880925,23482.150390625,-0.0011166221250199504,0.025515808007900875,36,-0.34549720612676593,Mamata Machinery,2024-12-27,High
2024-12-31,1376.25,UNIMECH.NS,,23644.80078125,-4.212721278373799e-06,,0,0.0,Unimech Aerospace,2024-12-31,High
2025-01-01,1444.199951171875,UNIMECH.NS,0.049373261523614875,23742.900390625,0.004148887118253564,0.04522437440536131,1,0.04522437440536131,Unimech Aerospace,2024-12-31,High
2025-01-02,1457.1500244140625,UNIMECH.NS,0.008966953109006415,24188.650390625,0.018774033191665485,-0.00980708008265907,2,0.03541729432270224,Unimech Aerospace,2024-12-31,High
2025-01-03,1445.1500244140625,UNIMECH.NS,-0.00823525361077726,24004.75,-0.007602755327609123,-0.0006324982831681369,3,0.034784796039534105,Unimech Aerospace,2024-12-31,High
2025-01-06,1344.1500244140625,UNIMECH.NS,-0.06988893768378857,23616.05078125,-0.016192595996625703,-0.05369634168716286,6,-0.018911545647628758,Unimech Aerospace,2024-12-31,High
2025-01-07,1385.550048828125,UNIMECH.NS,0.030800151517394347,23707.900390625,0.0038892874268343647,0.026910864090559983,7,0.007999318442931225,Unimech Aerospace,2024-12-31,High
2025-01-08,1353.9000244140625,UNIMECH.NS,-0.022842931181613846,23688.94921875,-0.0007993610384197103,-0.022043570143194136,8,-0.01404425170026291,Unimech Aerospace,2024-12-31,High
2025-01-09,1301.449951171875,UNIMECH.NS,-0.03873998987841565,23526.5,-0.006857594959147506,-0.03188239491926814,9,-0.04592664661953105,Unimech Aerospace,2024-12-31,High
2025-01-10,1272.050048828125,UNIMECH.NS,-0.022590113678422452,23431.5,-0.004037999702463213,-0.01855211397595924,10,-0.06447876059549029,Unimech Aerospace,2024-12-31,High
2025-01-13,1239.550048828125,UNIMECH.NS,-0.025549309187905433,23085.94921875,-0.014747275302477436,-0.010802033885427997,13,-0.07528079448091829,Unimech Aerospace,2024-12-31,High
2025-01-14,1250.1500244140625,UNIMECH.NS,0.008551470427481833,23176.05078125,0.003902874499386977,0.004648595928094856,14,-0.07063219855282343,Unimech Aerospace,2024-12-31,High
2025-01-15,1224.800048828125,UNIMECH.NS,-0.020277546767092147,23213.19921875,0.0016028803979861728,-0.02188042716507832,15,-0.09251262571790175,Unimech Aerospace,2024-12-31,High
2025-01-16,1268.0999755859375,UNIMECH.NS,0.03535264943795635,23311.80078125,0.004247650725383689,0.031104998712572662,16,-0.06140762700532909,Unimech Aerospace,2024-12-31,High
2025-01-17,1304.449951171875,UNIMECH.NS,0.028664913087110167,23203.19921875,-0.004658651792672774,0.03332356487978294,17,-0.02808406212554615,Unimech Aerospace,2024-12-31,High
2025-01-20,1281.8499755859375,UNIMECH.NS,-0.01732529144995898,23344.75,0.006100485537167577,-0.023425776987126556,20,-0.051509839112672706,Unimech Aerospace,2024-12-31,High
2025-01-21,1280.199951171875,UNIMECH.NS,-0.001287221161203611,23024.650390625,-0.013711845677293555,0.012424624516089944,21,-0.03908521459658276,Unimech Aerospace,2024-12-31,High
2025-01-22,1259.5,UNIMECH.NS,-0.016169311014991528,23155.349609375,0.0056764909144164655,-0.021845801929407993,22,-0.060931016525990755,Unimech Aerospace,2024-12-31,High
2025-01-23,1238.199951171875,UNIMECH.NS,-0.016911511574533522,23205.349609375,0.0021593282262408753,-0.019070839800774397,23,-0.08000185632676515,Unimech Aerospace,2024-12-31,High
2025-01-24,1180.5999755859375,UNIMECH.NS,-0.04651912280518422,23092.19921875,-0.004876047658393667,-0.041643075146790554,24,-0.1216449314735557,Unimech Aerospace,2024-12-31,High
2025-01-27,1216.199951171875,UNIMECH.NS,0.030154138846453016,22829.150390625,-0.011391241935562957,0.04154538078201597,27,-0.08009955069153973,Unimech Aerospace,2024-12-31,High
2025-01-28,1210.699951171875,UNIMECH.NS,-0.0045222827008835065,22957.25,0.005611229817278129,-0.010133512518161636,28,-0.09023306320970137,Unimech Aerospace,2024-12-31,High
2025-01-29,1306.199951171875,UNIMECH.NS,0.0788799899657735,23163.099609375,0.008966649288351114,0.06991334067742239,29,-0.020319722532278983,Unimech Aerospace,2024-12-31,High
2025-01-30,1274.449951171875,UNIMECH.NS,-0.024307151421583684,23249.5,0.003730087599762788,-0.02803723902134647,30,-0.048356961553625455,Unimech Aerospace,2024-12-31,High
2025-01-31,1254.3499755859375,UNIMECH.NS,-0.015771490726218973,23508.400390625,0.011135740150325812,-0.026907230876544785,31,-0.07526419243017024,Unimech Aerospace,2024-12-31,High
2025-02-01,1279.300048828125,UNIMECH.NS,0.019890838862999694,23482.150390625,-0.0011166221250199504,0.021007460988019644,32,-0.054256731442150596,Unimech Aerospace,2024-12-31,High
2025-02-03,1237.300048828125,UNIMECH.NS,-0.03283045290154818,23361.05078125,-0.005157091976693451,-0.02767336092485473,34,-0.08193009236700532,Unimech Aerospace,2024-12-31,High
2025-02-04,1222.9000244140625,UNIMECH.NS,-0.011638263837216445,23739.25,0.016189306820631133,-0.027827570657847578,35,-0.1097576630248529,Unimech Aerospace,2024-12-31,High
2025-02-05,1254.050048828125,UNIMECH.NS,0.02547225757803684,23696.30078125,-0.001809207062143936,0.027281464640180775,36,-0.08247619838467213,Unimech Aerospace,2024-12-31,High
2024-12-18,528.0,MOBIKWIK.NS,,24198.849609375,-0.005635699812006956,,0,0.0,Mobikwik Systems,2024-12-18,High
2024-12-19,541.7000122070312,MOBIKWIK.NS,0.02594699281634716,23951.69921875,-0.010213311567061067,0.036160304383408226,1,0.036160304383408226,Mobikwik Systems,2024-12-18,High
2024-12-20,487.95001220703125,MOBIKWIK.NS,-0.09922466086166049,23587.5,-0.01520556915080562,-0.08401909171085487,2,-0.04785878732744664,Mobikwik Systems,2024-12-18,High
2024-12-23,528.5499877929688,MOBIKWIK.NS,0.08320519432369933,23753.44921875,0.0070354729729729115,0.07616972135072642,5,0.028310934023279777,Mobikwik Systems,2024-12-18,High
2024-12-24,608.9000244140625,MOBIKWIK.NS,0.1520197492702744,23727.650390625,-0.0010861087115143775,0.15310585798178877,6,0.18141679200506855,Mobikwik Systems,2024-12-18,High
2024-12-26,638.6500244140625,MOBIKWIK.NS,0.04885859551184635,23750.19921875,0.0009503186263191132,0.047908276885527235,8,0.22932506889059578,Mobikwik Systems,2024-12-18,High
2024-12-27,627.7999877929688,MOBIKWIK.NS,-0.01698901778176276,23813.400390625,0.002661079652128029,-0.01965009743389079,9,0.209674971456705,Mobikwik Systems,2024-12-18,High
2024-12-30,604.2999877929688,MOBIKWIK.NS,-0.03743230400913877,23644.900390625,-0.007075847935867907,-0.030356456073270865,12,0.17931851538343413,Mobikwik Systems,2024-12-18,High
2024-12-31,586.1500244140625,MOBIKWIK.NS,-0.03003469095737321,23644.80078125,-4.212721278373799e-06,-0.030030478236094837,13,0.1492880371473393,Mobikwik Systems,2024-12-18,High
2025-01-01,605.0999755859375,MOBIKWIK.NS,0.032329523812300476,23742.900390625,0.004148887118253564,0.028180636694046912,14,0.1774686738413862,Mobikwik Systems,2024-12-18,High
2025-01-02,615.7999877929688,MOBIKWIK.NS,0.017683048485781283,24188.650390625,0.018774033191665485,-0.0010909847058842015,15,0.176377689135502,Mobikwik Systems,2024-12-18,High
2025-01-03,600.3499755859375,MOBIKWIK.NS,-0.02508933503296129,24004.75,-0.007602755327609123,-0.017486579705352168,16,0.15889110943014984,Mobikwik Systems,2024-12-18,High
2025-01-06,561.0999755859375,MOBIKWIK.NS,-0.06537853185001341,23616.05078125,-0.016192595996625703,-0.04918593585338771,19,0.10970517357676213,Mobikwik Systems,2024-12-18,High
2025-01-07,609.8499755859375,MOBIKWIK.NS,0.08688291235281564,23707.900390625,0.0038892874268343647,0.08299362492598128,20,0.1926987985027434,Mobikwik Systems,2024-12-18,High
2025-01-08,615.0499877929688,MOBIKWIK.NS,0.008526707248016407,23688.94921875,-0.0007993610384197103,0.009326068286436118,21,0.20202486678917952,Mobikwik Systems,2024-12-18,High
2025-01-09,573.9500122070312,MOBIKWIK.NS,-0.06682379709236275,23526.5,-0.006857594959147506,-0.05996620213321524,22,0.14205866465596428,Mobikwik Systems,2024-12-18,High
2025-01-10,551.2000122070312,MOBIKWIK.NS,-0.03963759825096713,23431.5,-0.004037999702463213,-0.03559959854850392,23,0.10645906610746037,Mobikwik Systems,2024-12-18,High
2025-01-13,509.8500061035156,MOBIKWIK.NS,-0.07501815164689174,23085.94921875,-0.014747275302477436,-0.060270876344414304,26,0.04618818976304606,Mobikwik Systems,2024-12-18,High
2025-01-14,529.5,MOBIKWIK.NS,0.03854073484603382,23176.05078125,0.003902874499386977,0.03463786034664684,27,0.0808260501096929,Mobikwik Systems,2024-12-18,High
2025-01-15,466.54998779296875,MOBIKWIK.NS,-0.11888576431922804,23213.19921875,0.0016028803979861728,-0.12048864471721421,28,-0.039662594607521307,Mobikwik Systems,2024-12-18,High
2025-01-16,472.8500061035156,MOBIKWIK.NS,0.01350341544396838,23311.80078125,0.004247650725383689,0.009255764718584691,29,-0.030406829888936615,Mobikwik Systems,2024-12-18,High
2025-01-17,471.29998779296875,MOBIKWIK.NS,-0.003278033817361359,23203.19921875,-0.004658651792672774,0.0013806179753114156,30,-0.0290262119136252,Mobikwik Systems,2024-12-18,High
2025-01-20,479.20001220703125,MOBIKWIK.NS,0.016762199487967644,23344.75,0.006100485537167577,0.010661713950800067,33,-0.018364497962825133,Mobikwik Systems,2024-12-18,High
2025-01-21,461.20001220703125,MOBIKWIK.NS,-0.03756260338370643,23024.650390625,-0.013711845677293555,-0.023850757706412873,34,-0.042215255669238005,Mobikwik Systems,2024-12-18,High
2025-01-22,440.6000061035156,MOBIKWIK.NS,-0.04466610051664166,23155.349609375,0.0056764909144164655,-0.050342591431058126,35,-0.09255784710029613,Mobikwik Systems,2024-12-18,High
2025-01-23,421.04998779296875,MOBIKWIK.NS,-0.044371352791025,23205.349609375,0.0021593282262408753,-0.046530681017265874,36,-0.139088528117562,Mobikwik Systems,2024-12-18,High
2024-12-30,557.0499877929688,SENORES.NS,,23644.900390625,-0.007075847935867907,,0,0.0,Senores Pharmaceuticals,2024-12-30,High
2024-12-31,568.5999755859375,SENORES.NS,0.02073420347557997,23644.80078125,-4.212721278373799e-06,0.020738416196858345,1,0.020738416196858345,Senores Pharmaceuticals,2024-12-30,High
2025-01-01,571.2999877929688,SENORES.NS,0.004748526772708539,23742.900390625,0.004148887118253564,0.0005996396544549754,2,0.02133805585131332,Senores Pharmaceuticals,2024-12-30,High
2025-01-02,572.9000244140625,SENORES.NS,0.0028006943029614817,24188.650390625,0.018774033191665485,-0.015973338888704003,3,0.005364716962609317,Senores Pharmaceuticals,2024-12-30,High
2025-01-03,573.1500244140625,SENORES.NS,0.0004363763123516051,24004.75,-0.007602755327609123,0.008039131639960728,4,0.013403848602570045,Senores Pharmaceuticals,2024-12-30,High
2025-01-06,552.9000244140625,SENORES.NS,-0.035331063661214746,23616.05078125,-0.016192595996625703,-0.019138467664589043,7,-0.005734619062018997,Senores Pharmaceuticals,2024-12-30,High
2025-01-07,559.5,SENORES.NS,0.011937014459226791,23707.900390625,0.0038892874268343647,0.008047727032392427,8,0.002313107970373429,Senores Pharmaceuticals,2024-12-30,High
2025-01-08,556.1500244140625,SENORES.NS,-0.005987445193811447,23688.94921875,-0.0007993610384197103,-0.005188084155391737,9,-0.0028749761850183075,Senores Pharmaceuticals,2024-12-30,High
2025-01-09,531.2000122070312,SENORES.NS,-0.044862017642303575,23526.5,-0.006857594959147506,-0.03800442268315607,10,-0.04087939886817438,Senores Pharmaceuticals,2024-12-30,High
2025-01-10,502.8500061035156,SENORES.NS,-0.05336973917927246,23431.5,-0.004037999702463213,-0.049331739476809244,11,-0.09021113834498362,Senores Pharmaceuticals,2024-12-30,High
2025-01-13,444.29998779296875,SENORES.NS,-0.11643634801606007,23085.94921875,-0.014747275302477436,-0.10168907271358263,14,-0.19190021105856625,Senores Pharmaceuticals,2024-12-30,High
2025-01-14,464.75,SENORES.NS,0.04602748766349363,23176.05078125,0.003902874499386977,0.04212461316410665,15,-0.1497755978944596,Senores Pharmaceuticals,2024-12-30,High
2025-01-15,470.5,SENORES.NS,0.012372243141473893,23213.19921875,0.0016028803979861728,0.01076936274348772,16,-0.13900623515097188,Senores Pharmaceuticals,2024-12-30,High
2025-01-16,510.79998779296875,SENORES.NS,0.08565353409770182,23311.80078125,0.004247650725383689,0.08140588337231813,17,-0.05760035177865375,Senores Pharmaceuticals,2024-12-30,High
2025-01-17,525.4000244140625,SENORES.NS,0.028582687881760993,23203.19921875,-0.004658651792672774,0.03324133967443377,18,-0.02435901210421998,Senores Pharmaceuticals,2024-12-30,High
